#KEY	Filter on data 192: Filtered BAM	Filter on data 184: Filtered BAM	Filter on data 182: Filtered BAM	Filter on data 194: Filtered BAM	Filter on data 188: Filtered BAM	Filter on data 196: Filtered BAM	Filter on data 190: Filtered BAM	Filter on data 186: Filtered BAM
TU2106	223	211	202	240	228	183	198	179
TU2107	253	182	379	383	485	207	170	143
TU2108	35	16	34	23	38	11	21	12
TU2109	492	574	557	396	492	815	495	328
TU211	114	89	110	103	120	25	93	109
TU2110	255	331	402	181	251	534	220	171
TU2111	1357	1158	1445	1347	1526	723	790	757
TU2112	343	314	376	284	322	252	283	234
TU2113	2177	2190	2367	2127	2323	1789	1551	1471
TU2114	708	474	767	511	590	621	602	507
TU2115	60	55	66	56	60	45	31	30
TU2116	31	32	36	27	51	44	34	21
TU2117	209	167	224	209	242	188	93	131
TU2118	638	424	545	509	581	405	328	335
TU2119	411	379	494	456	450	373	377	318
TU212	1437	1157	1486	1381	1846	865	869	829
TU2120	4148	3909	3897	3488	3852	2306	2471	2290
TU2121	6	12	10	4	4	10	4	2
TU2122	307	253	308	357	380	222	200	196
TU2123	5489	7039	7721	5234	4989	6893	5516	4784
TU2124	88	59	58	77	83	79	78	35
TU2125	5341	6220	5144	3371	4012	3755	4925	4323
TU2126	3	2	2	5	7	6	8	8
TU2127	319064	356256	298398	266637	218418	382260	534414	359337
TU2128	2317	1901	2455	2417	2407	1921	1632	1665
TU2129	274	269	278	202	257	258	202	149
TU213	134	99	151	107	155	90	45	84
TU2130	0	0	0	0	0	0	0	0
TU2131	92	92	124	86	103	101	72	62
TU2132	1699	1393	1304	963	1631	1008	1022	1007
TU2133	829	914	990	793	962	1053	501	486
TU2134	2443	1683	2639	2244	2941	1382	1591	1567
TU2135	55	35	44	27	53	36	33	30
TU2136	20	16	14	17	9	11	27	20
TU2137	2562	1642	2717	1951	2738	1293	1833	1942
TU2138	253	369	288	276	346	344	241	222
TU2139	513	450	582	474	516	372	410	342
TU214	152	151	182	106	171	123	150	94
TU2140	4986	4961	4889	4988	5648	3931	3509	3009
TU2141	108	64	80	49	91	50	51	52
TU2142	1040	1158	907	695	758	897	668	552
TU2143	47	44	31	40	45	10	41	31
TU2144	4897	5306	5332	5416	5794	3496	3810	3169
TU2145	305	217	324	206	263	392	314	220
TU2146	24	29	14	23	29	15	25	13
TU2147	561	488	516	539	553	447	391	385
TU2148	2902	2659	3601	2723	2644	2274	1990	1663
TU2149	83	84	93	47	58	79	85	56
TU215	82	69	94	60	84	48	70	78
TU2150	772	812	984	837	1012	683	630	538
TU2151	11	10	4	20	5	12	6	2
TU2152	21	10	11	9	14	14	10	6
TU2153	810	641	743	617	677	632	514	417
TU2154	608	579	807	622	703	553	497	371
TU2155	18	16	14	5	7	10	9	6
TU2156	7	5	4	6	1	4	5	8
TU2157	1	1	3	5	3	6	1	1
TU2158	678	761	648	1574	1866	662	577	800
TU2159	106	74	83	105	115	91	84	58
TU216	67	80	72	42	69	101	63	49
TU2160	310	304	383	264	267	218	358	239
TU2161	9	6	4	1	3	17	7	2
TU2162	461	323	505	441	438	255	246	298
TU2163	237	141	243	230	239	139	209	168
TU2164	40	54	28	31	47	18	17	26
TU2165	65	52	66	75	62	46	43	40
TU2166	5226	5921	4507	4198	4313	3551	3588	3267
TU2167	60	51	59	46	64	42	48	65
TU2168	1145	1059	1240	1189	1257	1061	1124	999
TU2169	317	250	359	271	291	231	186	197
TU217	27	45	47	17	29	56	49	22
TU2170	152	85	148	109	143	53	143	131
TU2171	1356	808	1326	1089	1584	843	869	883
TU2172	90	126	108	79	80	130	62	47
TU2173	86	66	110	75	102	76	65	64
TU2174	659	524	615	545	570	454	436	444
TU2175	214	205	183	157	198	312	170	124
TU2176	864	857	825	778	930	720	599	497
TU2177	127	85	116	88	99	93	117	89
TU2178	840	785	861	699	703	824	917	668
TU2179	562	509	574	532	593	468	384	416
TU218	41	34	46	27	42	38	33	39
TU2180	73	69	85	60	72	42	40	42
TU2181	389	326	373	312	373	405	316	313
TU2182	11	9	24	27	16	18	12	2
TU2183	13	25	40	4	4	21	23	18
TU2184	1840	2224	1966	1778	2133	2555	2763	2425
TU2185	126	90	144	112	127	97	83	96
TU2186	499	493	512	314	419	596	543	411
TU2187	1190	1033	1318	1393	1280	878	918	812
TU2188	89	65	85	86	86	74	66	52
TU2189	1045	806	1005	1025	1408	738	689	703
TU219	30	36	39	18	22	20	26	24
TU2190	49	34	46	28	36	18	20	16
TU2191	1839	1564	2000	1844	2067	1755	1698	1266
TU2192	26	26	38	20	19	22	26	22
TU2193	43	30	24	36	35	30	34	31
TU2194	294	325	312	257	319	339	347	282
TU2195	382	322	411	275	268	457	353	230
TU2196	718	556	725	877	1026	320	458	476
TU2197	21	24	25	18	11	24	10	10
TU2198	122	78	144	103	111	67	83	99
TU2199	3	3	11	10	11	9	5	3
TU22	22	22	23	19	18	16	6	17
TU220	266	178	346	228	310	55	124	145
TU2200	0	0	0	0	0	0	0	0
TU2201	218	212	207	194	238	86	151	186
TU2202	276	260	325	304	333	344	455	387
TU2203	2755	1900	2670	3006	3048	1258	2342	2227
TU2204	1211	1019	1379	977	1219	1018	1044	833
TU2205	2815	3230	2741	2248	2564	2334	1601	1721
TU2206	55	64	71	38	49	63	47	44
TU2207	1385	1530	1413	1038	1177	1514	1681	1523
TU2208	8901	7854	7458	7309	8288	6858	7449	5906
TU2209	284	175	231	204	225	182	200	191
TU221	1179	1111	1409	1278	1433	750	630	586
TU2210	23	10	15	13	20	29	17	12
TU2211	10	3	18	18	10	2	8	4
TU2212	498	390	623	480	523	411	448	373
TU2213	960	758	1523	1321	1167	1354	766	669
TU2214	172	120	130	129	132	117	140	137
TU2215	533	421	537	458	552	209	181	223
TU2216	3	0	1	5	4	0	1	3
TU2217	5870	3735	6803	5953	5723	3681	3660	2960
TU2218	81	106	103	66	104	82	81	54
TU2219	130	110	119	100	127	68	166	105
TU222	98	53	77	60	84	30	59	52
TU2220	887	840	1040	802	1010	675	755	644
TU2221	192	144	169	182	209	105	106	104
TU2222	35	36	59	32	20	11	29	27
TU2223	246	442	331	265	251	377	258	177
TU2224	315	293	317	307	328	232	290	264
TU2225	2763	2106	2034	2746	2895	1444	1970	1757
TU2226	506	699	663	497	459	707	462	420
TU2227	169	175	263	258	252	234	126	120
TU2228	1837	1496	2318	1917	2430	1799	1522	1261
TU2229	239	205	348	243	368	186	218	205
TU223	226	195	282	176	206	194	132	109
TU2230	337	209	298	201	286	161	183	157
TU2231	4394	3399	4141	3943	4414	5849	6023	5268
TU2232	81	48	70	60	117	44	38	47
TU2233	3152	3758	3953	3513	3481	2248	2541	2127
TU2234	105	63	141	92	100	45	66	74
TU2235	612	535	638	597	599	446	491	408
TU2236	364	316	361	258	265	385	366	230
TU2237	190	145	277	203	200	203	130	60
TU2238	295	226	286	343	317	157	165	167
TU2239	71	46	54	35	52	53	66	43
TU224	843	705	771	725	936	704	497	473
TU2240	123	90	105	102	124	81	85	81
TU2241	61	61	67	42	41	58	74	45
TU2242	4	5	16	7	7	6	4	3
TU2243	665	430	714	614	822	316	504	527
TU2244	15	13	13	9	15	2	17	7
TU2245	55	21	22	37	51	14	22	21
TU2246	48	53	95	33	42	63	45	46
TU2247	78	58	100	67	86	46	30	40
TU2248	277	117	216	121	213	118	173	168
TU2249	40	43	49	37	53	24	47	37
TU225	2242	1880	2137	2426	2751	1585	1468	1664
TU2250	48	62	67	27	48	56	53	42
TU2251	140	121	136	68	85	105	114	111
TU2252	57	36	50	52	66	61	25	48
TU2253	104	59	108	82	104	54	109	75
TU2254	96	81	88	96	117	52	81	83
TU2255	126	101	92	101	135	40	88	87
TU2256	33	48	26	15	43	29	21	22
TU2257	58	53	61	54	58	67	53	37
TU2258	52	35	25	24	30	20	33	44
TU2259	171	146	166	144	193	149	157	129
TU226	183	201	191	118	175	226	193	193
TU2260	132	133	138	103	116	162	154	114
TU2261	199	139	222	160	174	149	152	131
TU2262	149	166	125	133	135	144	182	149
TU2263	901	618	802	542	639	368	609	526
TU2264	8131	10182	5655	6720	8956	6802	8603	6746
TU2265	43	45	18	28	20	32	25	13
TU2266	70	47	76	61	75	46	58	60
TU2267	391	376	610	385	474	273	222	231
TU2268	53	59	76	51	45	21	34	21
TU2269	73	71	89	73	124	69	63	56
TU227	109	98	55	79	125	70	72	103
TU2270	168	120	214	168	178	167	239	195
TU2271	2837	2691	3053	2720	3071	2323	2297	1816
TU2272	1649	1469	1947	1907	2202	1400	1347	1104
TU2273	11	4	8	8	10	12	5	7
TU2274	977	737	1043	1124	1254	597	815	641
TU2275	0	1	10	8	6	0	3	1
TU2276	757	798	920	974	1199	648	557	584
TU2277	973	939	1102	950	1132	842	581	644
TU2278	408	302	352	253	327	241	264	231
TU2279	158	175	164	127	133	197	119	99
TU228	31	42	45	21	39	49	23	25
TU2280	671	580	732	545	696	546	478	411
TU2281	953	685	1269	1301	1204	725	584	590
TU2282	507	361	888	912	789	736	267	301
TU2283	2049	2671	1811	1571	1741	1694	1916	1454
TU2284	62	50	34	38	36	56	41	24
TU2285	2057	1525	2010	2199	2259	1241	1357	1269
TU2286	1123	1001	1249	1259	1369	830	743	671
TU2287	15	12	26	13	13	7	4	9
TU2288	567	637	704	553	594	745	416	398
TU2289	60	41	58	37	31	60	33	30
TU229	710	600	779	746	821	399	433	384
TU2290	44	45	60	30	39	38	29	14
TU2291	0	1	0	0	0	0	0	0
TU2292	44	19	33	43	32	11	17	27
TU2293	1509	1304	1768	1415	1745	1145	1089	986
TU2294	88	58	88	75	114	45	44	58
TU2295	199	227	273	178	247	197	117	119
TU2296	540	1107	528	346	388	1150	338	234
TU2297	260	161	257	215	268	119	218	184
TU2298	169	119	155	125	151	90	89	73
TU2299	3198	3213	4410	3095	4085	2339	1869	1544
TU23	196	185	240	196	272	173	187	167
TU230	510	481	700	400	506	394	288	401
TU2300	4113	3948	4613	3824	4482	3243	5656	4623
TU2301	4337	3710	4196	3935	4430	2228	3901	2897
TU2302	20	18	16	21	19	16	12	23
TU2303	948	1177	2009	5803	3012	554	1186	659
TU2304	2578	2114	3982	11054	6403	1849	3135	2064
TU2305	0	0	0	0	0	0	0	0
TU2306	30	10	38	26	61	3	19	21
TU2307	3	7	0	12	4	2	4	1
TU2308	15	5	21	16	25	5	12	11
TU2309	21	9	18	10	23	7	24	6
TU231	798	733	839	604	776	812	680	639
TU2310	4	12	13	5	6	4	13	9
TU2311	0	0	0	0	0	0	0	0
TU2312	0	0	0	0	0	0	0	0
TU2313	49	47	49	17	31	41	25	16
TU2314	156	155	166	149	207	96	72	105
TU2315	1155	841	1218	1135	1257	808	861	770
TU2316	1181	1383	1517	1257	1639	906	683	697
TU2317	379	281	446	390	535	249	221	213
TU2318	116	91	98	104	96	48	63	79
TU2319	639	312	755	954	954	339	254	232
TU232	51	37	46	33	63	11	41	39
TU2320	109	104	94	81	103	82	76	61
TU2321	284	214	347	233	343	211	235	197
TU2322	483	428	599	429	599	342	346	347
TU2323	119	97	122	97	88	59	92	101
TU2324	294	331	382	262	310	355	271	210
TU2325	288	227	325	252	305	155	286	202
TU2326	66	57	73	99	91	49	64	44
TU2327	1	2	6	8	3	7	4	2
TU2328	320	369	404	306	315	387	330	241
TU2329	62	60	93	67	95	38	61	54
TU233	220	214	301	113	136	171	207	172
TU2330	10	5	12	23	13	11	10	2
TU2331	1024	1038	1427	990	1253	1181	980	899
TU2332	554	438	647	469	525	398	432	439
TU2333	611	621	699	565	703	550	377	374
TU2334	46	43	41	31	41	26	35	22
TU2335	69	88	97	91	88	66	67	62
TU2336	830	771	1059	1041	1097	632	708	602
TU2337	14	18	16	12	17	13	1	3
TU2338	3367	3004	3558	3480	4166	2760	2562	2227
TU2339	210	171	227	130	206	125	142	106
TU234	27	31	23	39	44	29	22	12
TU2340	266	253	307	282	301	163	216	135
TU2341	2950	2111	3109	2846	2878	1394	1585	1739
TU2342	562	549	603	639	609	476	375	316
TU2343	4025	3432	4179	4086	4543	2226	2363	2202
TU2344	54	48	43	34	50	25	26	28
TU2345	47	29	31	22	31	58	39	36
TU2346	1054	1397	1307	874	1067	1099	947	696
TU2347	53	42	63	42	50	48	24	40
TU2348	2373	1897	2581	2142	2318	1652	1887	1706
TU2349	196	185	303	171	204	229	142	138
TU235	1847	2152	1275	1085	1195	543	820	572
TU2350	1038	831	1004	1217	1553	768	717	670
TU2351	521	459	444	258	471	275	470	528
TU2352	6243	7414	9279	6933	7370	8716	6103	5619
TU2353	2	11	0	2	9	8	6	4
TU2354	6	22	8	8	15	12	7	14
TU2355	142	140	109	49	61	218	126	69
TU2356	8662	8968	5022	5649	8401	3431	8594	8154
TU2357	56	30	57	41	35	27	50	30
TU2358	555	401	693	581	781	387	317	305
TU2359	602	579	672	504	623	823	427	420
TU236	946	698	941	860	1049	584	750	634
TU2360	119	78	78	82	97	98	63	80
TU2361	354	233	240	155	169	269	366	355
TU2362	133	143	215	320	404	51	65	85
TU2363	1032	848	1397	848	1012	1204	765	864
TU2364	2068	1912	1821	1883	2415	1885	1752	1780
TU2365	154	147	185	159	173	138	81	96
TU2366	234	147	179	172	269	129	194	205
TU2367	38	28	42	57	78	23	24	11
TU2368	2342	2658	2187	2304	2799	3370	2514	1948
TU2369	414	461	540	401	546	478	386	320
TU237	40	26	19	9	23	18	22	35
TU2370	3044	2582	3825	3051	3515	2402	2228	1907
TU2371	1624	1372	1764	1748	1736	1672	1379	1042
TU2372	59	40	40	27	41	27	34	31
TU2373	675	538	670	664	776	456	410	491
TU2374	120	174	136	74	62	293	180	83
TU2375	11975	9021	8941	8069	9154	7723	11136	10573
TU2376	81	120	89	111	101	52	86	63
TU2377	3236	3823	2410	2446	2565	2985	3494	3083
TU2378	31	19	45	31	40	43	49	43
TU2379	11	9	10	7	7	15	26	5
TU238	2350	1635	2296	2213	2585	1366	1383	1403
TU2380	3105	2653	2579	2421	2519	2999	2432	3347
TU2381	33	18	53	18	39	24	14	15
TU2382	62	32	58	26	46	40	39	46
TU2383	128	70	91	98	135	52	61	78
TU2384	304	309	259	240	305	169	232	228
TU2385	9481	10499	8925	9566	10357	8078	8527	7239
TU2386	9	13	12	4	11	10	2	10
TU2387	803	673	744	836	959	759	883	846
TU2388	1014	765	978	1220	1375	590	760	733
TU2389	13	12	32	18	13	15	8	11
TU239	140	145	141	85	114	98	115	99
TU2390	66	70	65	78	82	71	59	37
TU2391	1644	1411	2039	1615	2059	1481	1097	1084
TU2392	136	86	99	91	140	74	71	82
TU2393	853	665	1002	853	997	441	441	400
TU2394	390	328	404	376	440	189	204	197
TU2395	1073	1162	1054	807	810	978	713	564
TU2396	127	138	128	93	128	127	69	54
TU2397	556	294	491	411	484	307	222	349
TU2398	1430	1222	1430	1281	1426	947	1427	1226
TU2399	100	80	99	69	97	80	78	71
TU24	458	274	470	309	422	335	358	303
TU240	59	64	64	40	45	38	43	34
TU2400	92	51	89	62	75	72	143	49
TU2401	8	5	15	17	13	12	8	6
TU2402	239	269	236	205	247	159	162	166
TU2403	15988	20355	17706	14412	15003	16900	15330	12739
TU2404	86	55	125	50	78	63	62	58
TU2405	97	91	102	56	49	40	40	43
TU2406	2921	2307	2754	2890	3722	2337	2802	2450
TU2407	314	357	500	388	420	401	410	353
TU2408	1122	988	1425	1147	1200	1148	990	846
TU2409	15	21	21	11	19	23	8	13
TU241	1146	872	1210	1099	1098	786	845	822
TU2410	54	31	65	59	81	38	37	58
TU2411	1760	1570	1835	1370	1582	1694	1464	1105
TU2412	5	5	3	7	3	7	3	4
TU2413	113	80	95	86	125	54	65	58
TU2414	252	294	158	166	288	111	211	118
TU2415	1	0	0	0	4	1	1	0
TU2416	26	13	11	14	17	12	21	14
TU2417	0	0	1	0	0	0	0	0
TU2418	172	77	131	108	133	66	83	74
TU2419	417	414	469	327	429	340	464	324
TU242	210	176	218	206	247	149	174	188
TU2420	201	235	277	242	222	206	87	145
TU2421	827	924	1067	728	723	854	376	519
TU2422	1713	1534	2029	1655	1776	1646	1454	1278
TU2423	190	128	205	147	193	97	141	106
TU2424	89	38	70	55	69	60	56	76
TU2425	200	211	398	309	338	197	104	91
TU2426	80	40	62	43	56	28	20	55
TU2427	621	621	707	613	697	419	615	443
TU2428	49	45	32	63	47	40	46	26
TU2429	268	215	259	291	288	197	195	178
TU243	215	102	188	157	232	122	128	94
TU2430	13	24	34	21	25	14	4	4
TU2431	1761	1449	1856	1448	1603	1522	1410	1273
TU2432	4438	4398	4269	4225	4442	3766	4057	3050
TU2433	117	83	137	112	129	51	57	43
TU2434	175	175	174	152	172	186	157	73
TU2435	48	31	46	39	34	42	39	47
TU2436	99	168	144	86	117	144	87	61
TU2437	311	252	294	235	306	248	191	152
TU2438	101	149	128	82	133	144	92	76
TU2439	3	1	1	3	5	2	2	1
TU244	1156	1031	1074	1167	1345	1076	1458	1137
TU2440	57	35	33	28	44	31	34	51
TU2441	1336	1185	1486	1414	1858	1297	1031	1060
TU2442	118	103	92	69	82	119	90	86
TU2443	8021	5172	7194	7462	9149	6955	7341	8069
TU2444	79	51	74	45	69	60	56	46
TU2445	0	1	2	1	0	1	1	1
TU2446	71	95	120	115	181	148	87	327
TU2447	14	14	15	7	15	4	9	22
TU2448	6	21	18	15	22	12	7	29
TU2449	157	91	108	110	222	126	140	158
TU245	133	75	145	116	124	105	73	67
TU2450	82	56	119	65	51	105	61	44
TU2451	822	645	892	657	891	474	658	645
TU2452	233	181	249	244	303	246	309	269
TU2453	2948	3300	3524	3017	3267	3774	3428	3005
TU2454	168	132	227	120	129	215	169	115
TU2455	215	184	199	148	183	122	131	119
TU2456	1579	1588	1863	1630	1816	1451	1401	1172
TU2457	81	64	67	90	104	50	60	36
TU2458	163	166	171	145	177	196	110	69
TU2459	659	552	729	631	722	332	482	419
TU246	3049	2234	3105	2764	2984	2810	2038	2031
TU2460	98	90	111	112	109	56	67	60
TU2461	2253	1916	2434	2382	2515	1691	1409	1375
TU2462	63310	85706	70750	112744	83282	71297	65923	50878
TU2463	103152	67150	99096	43017	33051	90189	89067	70205
TU2464	1243	1019	1328	1163	1591	785	943	771
TU2465	34	24	44	17	24	20	23	14
TU2466	574	422	631	502	686	499	425	390
TU2467	38	36	60	26	69	56	29	28
TU2468	106	106	127	83	107	57	56	47
TU2469	438	433	435	328	396	412	302	319
TU247	419	294	386	459	484	249	285	281
TU2470	119	84	119	84	164	103	63	60
TU2471	98	79	131	167	186	72	70	59
TU2472	258	315	345	291	323	267	240	194
TU2473	0	0	0	0	0	0	0	0
TU2474	345	105	161	661	760	126	122	186
TU2475	139	137	158	143	164	108	91	87
TU2476	98	62	99	79	114	78	69	83
TU2477	327	339	419	360	456	284	221	161
TU2478	27	22	43	35	51	29	33	21
TU2479	25	22	36	36	40	34	44	36
TU248	274	186	297	337	352	243	252	194
TU2480	1218	1370	1235	1395	1552	2014	1883	1560
TU2481	826	968	571	318	379	843	417	602
TU2482	10	7	26	20	27	12	7	6
TU2483	36	24	36	45	49	1	8	8
TU2484	148	124	136	93	124	118	79	93
TU2485	115	120	109	102	124	114	91	115
TU2486	73	51	61	58	71	63	45	36
TU2487	217	170	264	219	295	198	201	165
TU2488	39	25	33	38	57	8	37	42
TU2489	790	1012	953	624	839	827	706	741
TU249	483	380	572	480	605	277	249	273
TU2490	4470	4822	2344	1608	2323	1809	3653	2903
TU2491	30	24	27	23	32	12	20	19
TU2492	801	819	906	743	711	698	644	477
TU2493	157	148	168	128	146	176	155	132
TU2494	70	73	74	38	31	61	62	41
TU2495	338	635	295	191	307	615	382	317
TU2496	647	751	752	510	686	747	434	434
TU2497	139	120	144	162	205	120	81	68
TU2498	185	226	214	153	190	149	129	116
TU2499	159	143	212	126	159	178	112	88
TU25	60	60	61	42	53	127	39	45
TU250	27	34	33	17	27	19	26	10
TU2500	304	330	368	273	333	336	229	207
TU2501	3649	3280	3575	4427	4486	2321	2306	2153
TU2502	61	44	49	73	66	32	55	45
TU2503	503	598	561	365	477	524	292	353
TU2504	96	93	72	66	104	79	104	70
TU2505	193	183	170	105	267	142	106	96
TU2506	952	881	1002	754	822	595	880	775
TU2507	385	408	508	309	448	436	335	307
TU2508	4174	3805	4639	4930	4790	4098	3819	3272
TU2509	46	74	61	55	44	69	36	30
TU251	1374	1686	1236	1292	1432	1550	1555	1287
TU2510	4410	4077	5342	4644	4925	4919	4138	3144
TU2511	745	582	737	767	932	469	453	402
TU2512	3223	2227	2759	1857	2086	2188	2628	2458
TU2513	1948	2104	2289	1602	1688	1952	1290	1273
TU2514	3435	2522	3557	3319	3872	2144	2237	2260
TU2515	122	83	139	90	105	61	45	63
TU2516	660	610	793	472	642	598	486	469
TU2517	282	244	314	277	276	292	186	201
TU2518	1058	871	1396	1134	1461	732	692	763
TU2519	388	292	413	230	315	662	699	455
TU252	251	241	280	235	292	373	278	257
TU2520	35	46	52	41	36	60	50	18
TU2521	992	714	1048	989	1026	455	781	659
TU2522	916	975	1189	763	991	1530	928	877
TU2523	246	259	289	180	218	327	190	146
TU2524	435	442	511	365	411	406	307	222
TU2525	13	4	3	5	5	6	6	2
TU2526	3668	3281	4030	5485	4989	3389	3342	2816
TU2527	3	4	5	3	5	2	1	7
TU2528	2481	2446	2775	4245	3825	1979	2410	2088
TU2529	692	570	733	756	720	635	641	561
TU253	2015	1614	2024	1810	2061	1330	1082	1052
TU2530	1162	827	1056	1039	1108	919	758	663
TU2531	8	16	16	7	13	9	4	6
TU2532	261	282	302	256	342	338	269	214
TU2533	14	21	25	8	18	30	18	12
TU2534	99	108	93	101	118	96	86	95
TU2535	2681	2628	3240	2773	3358	2539	2167	2359
TU2536	10	8	29	19	15	6	9	13
TU2537	213	140	144	139	175	73	135	143
TU2538	1314	1198	1595	1132	1183	1176	787	774
TU2539	544	533	603	457	566	446	341	328
TU254	81	59	75	87	72	67	70	43
TU2540	0	0	0	0	0	0	0	0
TU2541	0	0	0	0	0	0	0	0
TU2542	0	0	0	0	0	0	0	0
TU2543	737	494	686	646	807	621	550	560
TU2544	187	235	205	107	100	288	148	102
TU2545	3	0	0	1	3	0	1	1
TU2546	4	4	6	3	3	0	3	0
TU2547	147	89	153	91	116	134	184	141
TU2548	735	700	773	617	880	651	568	627
TU2549	192	123	159	134	139	105	105	119
TU255	1920	1777	4400	2340	3715	785	651	456
TU2550	4444	2620	3877	3788	4769	1713	2443	2686
TU2555	764	764	1072	695	720	1423	927	580
TU2556	86	104	89	83	71	97	84	68
TU2557	165	132	194	193	231	90	134	138
TU2558	59	75	85	74	102	56	32	34
TU2559	143	118	158	140	158	74	97	110
TU256	98	61	86	94	132	37	84	50
TU2560	363	302	435	347	306	190	210	156
TU2561	867	800	970	742	1000	916	714	824
TU2562	103	141	98	71	118	103	106	73
TU2563	8	8	8	8	6	2	4	5
TU2564	28	19	20	14	17	26	8	14
TU2565	110	90	127	97	148	74	83	91
TU2566	92	71	95	87	90	65	74	62
TU2567	638	839	482	380	604	470	735	565
TU2568	1007	921	1177	874	931	973	771	708
TU2569	453	363	452	406	502	273	328	318
TU257	1672	1137	2246	1854	2428	726	1207	1046
TU2570	5544	5998	6146	5775	6077	5790	4644	3841
TU2571	213	262	250	152	194	331	186	145
TU2572	3029	3498	4600	3768	3705	3402	2439	1822
TU2573	106	143	413	122	154	169	104	65
TU2574	2296	1639	2572	2465	2926	1280	1190	1152
TU2575	20	21	12	8	14	23	22	10
TU2576	1363	1439	1642	1248	1509	890	1097	932
TU2577	62	61	95	48	87	25	52	46
TU2578	6356	7744	6928	8012	7753	5754	5558	4995
TU2579	169	113	147	103	133	88	110	97
TU258	39	37	43	37	50	41	50	32
TU2580	1865	1988	2259	2107	2306	1629	1454	1302
TU2581	52	42	55	52	44	53	45	36
TU2582	13821	13888	14188	17717	18518	11572	11316	9524
TU2583	44	35	50	50	58	37	50	45
TU2584	14908	15693	14289	16912	17157	14244	13486	10717
TU2585	233	176	223	189	248	144	156	137
TU2586	7	8	4	7	4	5	7	4
TU2587	733	533	726	605	673	574	463	379
TU2588	283	281	361	215	261	336	248	220
TU2589	3	0	1	1	2	0	0	3
TU259	647	677	649	774	877	326	339	327
TU2590	1	0	0	0	1	0	0	1
TU2591	0	0	0	0	0	0	0	0
TU2592	591	608	614	510	564	524	461	368
TU2593	1974	1462	2279	2308	2504	1867	1481	1764
TU2594	3	6	12	11	9	9	6	4
TU2595	159	184	247	196	238	181	164	108
TU2596	9	15	8	9	13	8	6	5
TU2597	1624	953	1491	909	1452	479	1138	1290
TU2598	3947	4214	5182	3941	4601	4159	3268	3092
TU2599	94	75	95	81	83	36	50	49
TU26	79	53	98	72	93	56	52	48
TU260	237	200	174	142	195	104	188	161
TU2600	388	242	261	217	328	278	260	209
TU2601	370	368	346	309	425	297	244	206
TU2602	210	147	265	137	145	114	160	114
TU2603	301	278	343	323	372	224	202	192
TU2604	439	411	562	567	696	353	240	286
TU2605	96	134	116	75	86	115	74	86
TU2606	1129	836	1209	1052	1204	620	644	562
TU2607	24	39	40	28	35	44	33	35
TU2608	278	288	307	265	231	287	189	160
TU2609	1267	1425	1632	1323	1265	1561	1167	983
TU261	171	173	213	139	153	206	135	112
TU2610	32	11	15	19	10	6	11	10
TU2611	42	29	37	17	45	33	28	30
TU2612	34	31	42	40	34	9	30	24
TU2613	252	141	227	289	502	131	187	108
TU2614	213	218	233	135	128	287	206	122
TU2615	1933	1853	2301	1968	2301	1656	1450	1280
TU2616	1382	813	926	674	771	599	1053	965
TU2617	234	163	222	229	295	122	147	104
TU2618	65	32	47	67	47	45	22	48
TU2619	392	291	406	395	448	240	361	305
TU262	175	151	195	149	182	125	154	118
TU2620	37	64	65	47	57	47	19	34
TU2621	5	1	0	8	3	0	3	1
TU2622	1067	860	971	952	1156	743	892	826
TU2623	1025	1086	1159	768	1003	1128	629	619
TU2624	67	65	92	80	98	70	64	44
TU2625	3	3	2	4	9	4	1	5
TU2626	7	21	13	20	27	10	12	12
TU2627	19	51	45	41	31	34	12	12
TU2628	3694	3129	4746	4164	4415	2933	2593	2288
TU2629	229	156	196	154	180	136	163	152
TU263	35	22	31	30	42	26	30	22
TU2630	236	297	215	128	150	290	187	158
TU2631	124	112	151	160	186	118	95	105
TU2632	58	62	57	63	80	37	43	40
TU2633	146	111	144	105	163	66	104	113
TU2634	72	54	67	40	46	97	52	40
TU2635	33	12	28	32	49	10	9	21
TU2636	1694	1350	1778	1770	2284	1041	974	821
TU2637	476	290	463	405	381	224	298	303
TU2638	16	11	9	9	10	18	12	6
TU2639	638	568	685	620	582	537	518	423
TU264	1485	1197	2013	1737	1969	1324	932	879
TU2640	28	22	40	40	72	24	29	33
TU2641	577	456	627	512	607	472	482	394
TU2642	13	14	22	11	24	2	12	10
TU2643	651	750	692	489	548	742	494	416
TU2644	3	7	8	12	7	7	0	9
TU2645	1113	1593	1828	851	1046	2168	1210	877
TU2646	4779	4274	5254	4886	5573	3572	3455	3426
TU2647	89	101	105	78	106	46	96	84
TU2648	2568	3056	2470	3938	4776	1764	3506	2574
TU2649	3	4	15	11	6	2	6	1
TU265	137	141	155	91	120	154	108	91
TU2650	153	123	176	152	132	121	82	80
TU2651	50	47	78	81	80	49	34	51
TU2652	2262	1899	3575	4202	3165	2329	1868	1593
TU2653	5	5	21	20	5	12	9	9
TU2654	380	324	529	356	362	370	265	231
TU2655	1	9	4	4	3	14	4	0
TU2656	552	458	611	563	478	564	394	379
TU2657	112	163	156	124	124	136	133	100
TU2658	404	353	529	393	517	236	331	315
TU2659	1	0	0	1	0	0	0	0
TU266	123	93	132	102	118	111	51	52
TU2660	107	90	132	130	155	132	70	73
TU2661	1593	1070	1380	1141	1096	732	1138	1018
TU2662	33	39	61	40	57	42	56	20
TU2663	1654	1503	1556	1865	2534	1386	1253	1223
TU2664	50	36	48	26	31	28	26	50
